Code,Yahoo Code,Company,Sector,Market Cap,Total Shares,Last trade
HLS,HLS.AX,Healius Limited,Health Care,735195000,565534615.0,1.3
DJW,DJW.AX,Djerriwarrh Investments Limited,Financials,731734000,261333571.0,2.8
SIG,SIG.AX,Sigma Healthcare Limited,Health Care,730901000,1044144286.0,0.7
COF,COF.AX,Centuria Office Reit,Real Estate,728751000,602273554.0,1.21
VGE,VGE.AX,Vanguard FTSE Emerging Markets Shares ETF,Financials,726824000,10657243.0,68.2
RIC,RIC.AX,Ridley Corporation Limited,Consumer Staples,726415000,315832609.0,2.3
CIN,CIN.AX,Carlton Investments Limited,Financials,725406000,26474672.0,27.4
DVP,DVP.AX,Develop Global Limited,Materials,725189000,242538127.0,2.99
RFF,RFF.AX,Rural Funds Group,Real Estate,721401000,383723936.0,1.88
VDGR,VDGR.AX,Vanguard Diversified Growth Index ETF ,Financials,720866000,13292753.0,54.23
BILL,BILL.AX,iShares Core Cash ETF ,Financials,718571000,7142853.0,100.6
VESG,VESG.AX,Vanguard Ethically Conscious International Shares Index ETF ,Financials,716680000,9260628.0,77.39
THL,THL.AX,Tourism Holdings Rentals Limited,Industrials,714692000,217231611.0,3.29
PL8,PL8.AX,Plato Income Maximiser Limited,Financials,714004000,631861947.0,1.13
MOAT,MOAT.AX,VanEck Morningstar Wide Moat ETF ,Financials,713837000,6362184.0,112.2
WTN,WTN.AX,Winton Land Limited,Real Estate,705941000,296613866.0,2.38
NNUK,NNUK.AX,Nanuk New World Fund ,Financials,704044000,409327907.0,1.72
FPR,FPR.AX,FleetPartners Group Limited,Financials,701882000,257099634.0,2.73
ASB,ASB.AX,Austal Limited,Industrials,699513000,375073995.0,1.865
IAA,IAA.AX,iShares Asia 50 ETF,Financials,698061000,7862818.0,88.78
KKC,KKC.AX,KKR Credit Income Fund,Financials,686997000,322533803.0,2.13
WGB,WGB.AX,WAM Global Limited,Financials,683871000,354337306.0,1.93
WBT,WBT.AX,Weebit Nano Limited,Information Technology,681912000,194276923.0,3.51
PTM,PTM.AX,Platinum Asset Management Limited,Financials,675314000,579668670.0,1.165
EQT,EQT.AX,EQT Holdings Limited,Financials,673659000,26626838.0,25.3
MICH,MICH.AX,Magellan Infrastructure Fund (Currency Hedged)(Managed Fund) ,Financials,673212000,250264684.0,2.69
FLOT,FLOT.AX,VanEck Australian Floating Rate ETF ,Financials,672921000,27057539.0,24.87
TIE,TIE.AX,Tietto Minerals Limited,Materials,672166000,1129690756.0,0.595
XARO,XARO.AX,Activex Ardea Real Outcome Bond Fund (Managed Fund) ,Financials,670430000,27209010.0,24.64
SNL,SNL.AX,Supply Network Limited,Consumer Discretionary,666398000,41991052.0,15.87
URW,URW.AX,Unibail-Rodamco-Westfield,Real Estate,665800000,146975717.0,4.53
USTB,USTB.AX,Global X US Treasury Bond ETF (Currency Hedged) ,Financials,663900000,72956044.0,9.1
MGX,MGX.AX,Mount Gibson Iron Limited,Materials,649714000,1214418692.0,0.535
QAL,QAL.AX,Qualitas Limited,Real Estate,642355000,296016129.0,2.17
RPL,RPL.AX,Regal Partners Limited,Financials,638217000,257345565.0,2.48
VACF,VACF.AX,Vanguard Australian Corp Fixed Interest Index ETF ,Financials,637908000,12989371.0,49.11
ILB,ILB.AX,iShares Government Inflation ETF,Financials,630970000,5197446.0,121.4
NBI,NBI.AX,NB Global Corporate Income Trust,Unclassified,625681000,431504138.0,1.45
VDBA,VDBA.AX,Vanguard Diversified Balanced Index ETF ,Financials,623803000,12286843.0,50.77
WHF,WHF.AX,Whitefield Industrials Limited,Financials,605180000,116605010.0,5.19
CXL,CXL.AX,Calix Limited,Materials,603940000,179210682.0,3.37
QRI,QRI.AX,Qualitas Real Estate Income Fund,Financials,602849000,377961755.0,1.595
LNK,LNK.AX,Link Administration Holdings Limited,Industrials,599261000,503580672.0,1.19
PPC,PPC.AX,Peet Limited,Real Estate,595356000,470637154.0,1.265
CRED,CRED.AX,BetaShares Australian Investment Grade Corporate Bond ETF ,Financials,595116000,27526179.0,21.62
BNDS,BNDS.AX,BetaShares Western Asset Australian Bond Fund (managed fund) ,Financials,589439000,25672430.0,22.96
IMU,IMU.AX,Imugene Limited,Health Care,587528000,6994380952.0,0.084
CBO,CBO.AX,Cobram Estate Olives Limited,Consumer Staples,586240000,415773050.0,1.41
PFP,PFP.AX,Propel Funeral Partners Limited,Consumer Discretionary,579666000,118299184.0,4.9
MRM,MRM.AX,MMA Offshore Limited,Energy,578439000,374394175.0,1.545
MVA,MVA.AX,Vaneck Australian Property ETF,Financials,576977000,29679887.0,19.44
AGVT,AGVT.AX,BetaShares Australian Government Bond ETF ,Financials,573318000,14261642.0,40.2
FCL,FCL.AX,Fineos Corporation Holdings Plc,Information Technology,571366000,336097647.0,1.7
CHN,CHN.AX,Chalice Mining Limited,Materials,569831000,387640136.0,1.47
IFM,IFM.AX,Infomedia Ltd,Information Technology,569317000,380814047.0,1.495
RF1,RF1.AX,Regal Investment Fund,Financials,565689000,201312811.0,2.81
MOT,MOT.AX,Metrics Income Opportunities Trust,Financials,564739000,266386321.0,2.12
C79,C79.AX,Chrysos Corporation Limited,Industrials,548508000,75656276.0,7.25
ACDC,ACDC.AX,Global X Battery Tech & Lithium ETF ,Financials,547001000,6360477.0,86.0
GRR,GRR.AX,Grange Resources Limited,Materials,543949000,1236247727.0,0.44
SSM,SSM.AX,Service Stream Limited,Industrials,542039000,615953409.0,0.88
LRS,LRS.AX,Latin Resources Limited,Materials,540639000,2772507692.0,0.195
TYR,TYR.AX,Tyro Payments Limited,Financials,540537000,532548768.0,1.015
ILC,ILC.AX,iShares S&P/ASX 20 ETF,Financials,536801000,19372104.0,27.71
MIR,MIR.AX,Mirrabooka Investments Limited,Financials,536204000,192879137.0,2.78
SHV,SHV.AX,Select Harvests Limited,Consumer Staples,529026000,135300767.0,3.91
HPI,HPI.AX,Hotel Property Investments Limited,Real Estate,528929000,197361567.0,2.68
HM1,HM1.AX,Hearts and Minds Investments Limited,Financials,523958000,228802620.0,2.29
KMD,KMD.AX,KMD Brands Limited,Consumer Discretionary,519284000,711347945.0,0.73
ACL,ACL.AX,Australian Clinical Labs Limited,Health Care,516695000,198728846.0,2.6
AEF,AEF.AX,Australian Ethical Investment Ltd,Financials,516542000,111323707.0,4.64
VG1,VG1.AX,VGI Partners Global Investments Limited,Financials,515635000,328429936.0,1.57
NXL,NXL.AX,Nuix Limited,Information Technology,514505000,321565625.0,1.6
PPM,PPM.AX,Pepper Money Limited,Financials,512356000,439790558.0,1.165
LOT,LOT.AX,Lotus Resources Limited,Materials,508734000,1724522034.0,0.295
GWA,GWA.AX,GWA Group Limited,Industrials,506542000,267304485.0,1.895
OPH,OPH.AX,Ophir High Conviction Fund,Financials,500847000,222598667.0,2.25
LLL,LLL.AX,Leo Lithium Limited,Materials,498554000,987235644.0,0.505
KGN,KGN.AX,Kogan.com Limited,Consumer Discretionary,494565000,101553388.0,4.87
VVLU,VVLU.AX,Vanguard Global Value Equity Active ETF (Managed Fund) ,Financials,492696000,7814370.0,63.05
GCI,GCI.AX,Gryphon Capital Income Trust,Financials,488755000,243161692.0,2.01
MVF,MVF.AX,Monash IVF Group Limited,Health Care,487044000,389635200.0,1.25
PDI,PDI.AX,Predictive Discovery Limited,Materials,486037000,2068242553.0,0.235
ASG,ASG.AX,Autosports Group Limited,Consumer Discretionary,478380000,201000000.0,2.38
SKO,SKO.AX,Serko Limited,Information Technology,476417000,121845780.0,3.91
OCA,OCA.AX,Oceania Healthcare Limited,Health Care,476394000,727319084.0,0.655
GTK,GTK.AX,Gentrack Group Limited,Information Technology,473292000,102002586.0,4.64
RBD,RBD.AX,Restaurant Brands New Zealand Limited,Consumer Discretionary,472835000,124758575.0,3.79
XALG,XALG.AX,Alphinity  Global  Equity  Fund  (Managed Fund) ,Financials,470697000,48776891.0,9.65
IJP,IJP.AX,iShares MSCI Japan ETF,Financials,469650000,4942644.0,95.02
ASIA,ASIA.AX,BetaShares Asia Technology Tigers ETF ,Financials,467050000,60498705.0,7.72
AQZ,AQZ.AX,Alliance Aviation Services Limited,Industrials,466131000,160734828.0,2.9
FGG,FGG.AX,Future Generation Global Limited,Financials,462829000,397278112.0,1.165
BLX,BLX.AX,Beacon Lighting Group Limited,Consumer Discretionary,446325000,225987342.0,1.975
MHHT,MHHT.AX,Magellan High Conviction Trust (Managed Fund) ,Financials,441650000,271784615.0,1.625
FGX,FGX.AX,Future Generation Australia Limited,Financials,439684000,407114815.0,1.08
HTA,HTA.AX,Hutchison Telecommunications (Australia) Limited,Communication Services,434320000,13572500000.0,0.032
SLF,SLF.AX,SPDR S&P/ASX 200 Listed Property Fund,Financials,432120000,41550000.0,10.4
IVE,IVE.AX,iShares MSCI EAFE ETF,Financials,432029000,3945110.0,109.51
YMAX,YMAX.AX,BetaShares Australian Top 20 Equity Yield Maximiser Fund (managed fund) ,Financials,429396000,57870081.0,7.42
MYR,MYR.AX,Myer Holdings Limited,Consumer Discretionary,428391000,831827184.0,0.515
PCI,PCI.AX,Perpetual Credit Income Trust,Unclassified,427031000,400968075.0,1.065
SYR,SYR.AX,Syrah Resources Limited,Materials,425816000,675898413.0,0.63
OBL,OBL.AX,Omni Bridgeway Limited,Financials,424914000,280471287.0,1.515
AASF,AASF.AX,Airlie Australian Share Fund (Managed Fund) ,Financials,422873000,122217630.0,3.46
GDX,GDX.AX,Vaneck Vectors Gold Miners ETF,Financials,421094000,9533484.0,44.17
BMN,BMN.AX,Bannerman Energy Limited,Energy,419925000,150510753.0,2.79
PIC,PIC.AX,Perpetual Equity Investment Company Limited,Financials,419401000,379548416.0,1.105
SYI,SYI.AX,SPDR MSCI Australia Select High Dividend Yield Fund,Financials,416968000,15722775.0,26.52
PAC,PAC.AX,Pacific Current Group Limited,Financials,416200000,51573730.0,8.07
PMT,PMT.AX,Patriot Battery Metals Inc,Materials,414611000,389306103.0,1.065
BLY,BLY.AX,Boart Longyear Group Ltd,Materials,414289000,295920714.0,1.4
EML,EML.AX,EML Payments Limited,Financials,413936000,374602715.0,1.105
IDX,IDX.AX,Integral Diagnostics Limited,Health Care,413242000,240256977.0,1.72
IJR,IJR.AX,iShares S&P Small-Cap ETF,Financials,409488000,2795712.0,146.47
RDY,RDY.AX,ReadyTech Holdings Limited,Information Technology,408933000,116838000.0,3.5
LYL,LYL.AX,Lycopodium Limited,Industrials,408927000,39740233.0,10.29
QLTY,QLTY.AX,Betashares Global Quality Leaders ETF ,Financials,408871000,16046743.0,25.48
MEI,MEI.AX,Meteoric Resources NL,Materials,408260000,1944095238.0,0.21
SSR,SSR.AX,SSR Mining Inc,Materials,404302000,23894917.0,16.92
ARU,ARU.AX,Arafura Rare Earths Limited,Materials,401539000,2059174359.0,0.195
AFG,AFG.AX,Australian Finance Group Ltd,Financials,398030000,268939189.0,1.48
AGI,AGI.AX,Ainsworth Game Technology Limited,Consumer Discretionary,397417000,342600862.0,1.16
VUL,VUL.AX,Vulcan Energy Resources Limited,Materials,395588000,174267841.0,2.27
SPR,SPR.AX,Spartan Resources Limited,Materials,395039000,940569048.0,0.42
SGLLV,SGLLV.AX,Ricegrowers Limited (,Consumer Staples,394532000,64360848.0,6.13
DJRE,DJRE.AX,SPDR Dow Jones Global Real Estate ESG Fund ,Financials,393514000,20754958.0,18.96
CVW,CVW.AX,Clearview Wealth Limited,Financials,393318000,678134483.0,0.58
MYX,MYX.AX,Mayne Pharma Group Limited,Health Care,393043000,81039794.0,4.85
PWR,PWR.AX,Peter Warren Automotive Holdings Limited,Consumer Discretionary,392744000,172256140.0,2.28
ALK,ALK.AX,Alkane Resources Limited,Materials,391967000,603026154.0,0.65
CWP,CWP.AX,Cedar Woods Properties Limited,Real Estate,391487000,82418316.0,4.75
IGB,IGB.AX,iShares Treasury ETF,Financials,391266000,4115557.0,95.07
HETH,HETH.AX,BetaShares Global Sustainability Leaders ETF  Currency Hedged ,Financials,387641000,31695912.0,12.23
BBOZ,BBOZ.AX,BetaShares Australian Equities Strong Bear Hedge Fund ,Financials,386941000,106011233.0,3.65
HLO,HLO.AX,Helloworld Travel Limited,Consumer Discretionary,386748000,159155556.0,2.43
SST,SST.AX,Steamships Trading Company Limited,Industrials,381401000,31008211.0,12.3
PMC,PMC.AX,Platinum Capital Limited,Financials,378255000,295511719.0,1.28
PE1,PE1.AX,Pengana Private Equity Trust,Financials,377572000,279682963.0,1.35
FANG,FANG.AX,Global X FANG+ ETF ,Financials,375715000,18185624.0,20.66
MVR,MVR.AX,Vaneck Vectors Australian Resources ETF,Financials,375549000,10443521.0,35.96
RG8,RG8.AX,Regal Asian Investments Limited,Financials,375133000,193367526.0,1.94
TLG,TLG.AX,Talga Group Ltd,Materials,373381000,366059804.0,1.02
IPG,IPG.AX,IPD Group Ltd,Industrials,369933000,86838732.0,4.26
RNU,RNU.AX,Renascor Resources Limited,Materials,368214000,2630100000.0,0.14
MAH,MAH.AX,Macmahon Holdings Limited,Materials,366348000,2154988235.0,0.17
GNG,GNG.AX,GR Engineering Services Limited,Materials,366201000,164955405.0,2.22
VETH,VETH.AX,Vanguard Ethically Conscious Australian Shares ETF ,Financials,366107000,6808760.0,53.77
OMH,OMH.AX,OM Holdings Limited,Materials,365619000,738624242.0,0.495
WA1,WA1.AX,WA1 Resources Ltd,Materials,361885000,42524677.0,8.51
29M,29M.AX,29Metals Limited,Materials,357642000,701258824.0,0.51
SWM,SWM.AX,Seven West Media Limited,Communication Services,357321000,1429284000.0,0.25
IMM,IMM.AX,Immutep Limited,Health Care,356650000,1188833333.0,0.3
SKT,SKT.AX,Sky Network Television Limited,Communication Services,354679000,143594737.0,2.47
REP,REP.AX,RAM Essential Services Property Fund,Real Estate,354337000,521083824.0,0.68
BFG,BFG.AX,Bell Financial Group Limited,Financials,352818000,320743636.0,1.1
WDIV,WDIV.AX,SPDR S&P Global Dividend Fund ,Financials,352210000,20126286.0,17.5
RMC,RMC.AX,Resimac Group Limited,Financials,350452000,400516571.0,0.875
IHOO,IHOO.AX,iShares Global 100 (AUD Hedged) ETF ,Financials,346846000,2411164.0,143.85
TRA,TRA.AX,Turners Automotive Group Limited,Consumer Discretionary,346780000,87792405.0,3.95
AFP,AFP.AX,AFT Pharmaceuticals Limited,Health Care,346059000,104866364.0,3.3
AVR,AVR.AX,Anteris Technologies Ltd,Health Care,344671000,17320151.0,19.9
NVX,NVX.AX,Novonix Limited,Information Technology,344475000,495647482.0,0.695
SRG,SRG.AX,SRG Global Limited,Industrials,344078000,521330303.0,0.66
RUL,RUL.AX,RPMGlobal Holdings Limited,Information Technology,344072000,224883660.0,1.53
LPI,LPI.AX,Lithium Power International Limited,Materials,343626000,636344444.0,0.54
JMS,JMS.AX,Jupiter Mines Limited,Materials,342823000,1958988571.0,0.175
ALI,ALI.AX,Argo Global Listed Infrastructure Limited,Financials,341609000,177459221.0,1.925
DXC,DXC.AX,Dexus Convenience Retail Reit,Real Estate,338881000,137756504.0,2.46
ZIP,ZIP.AX,Zip Co Limited,Financials,338657000,927827397.0,0.365
WXOZ,WXOZ.AX,SPDR S&P World ex Australia Carbon Control Fund ,Financials,338244000,8517854.0,39.71
GL1,GL1.AX,Global Lithium Resources Limited,Materials,338056000,260043077.0,1.3
JHG,JHG.AX,Janus Henderson Group plc,Financials,337262000,8614610.0,39.15
OFX,OFX.AX,OFX Group Limited,Financials,337192000,244342029.0,1.38
CU6,CU6.AX,Clarity Pharmaceuticals Ltd,Health Care,336489000,261859144.0,1.285
BVS,BVS.AX,Bravura Solutions Limited,Information Technology,334024000,448354362.0,0.745
OBM,OBM.AX,Ora Banda Mining Ltd,Materials,332562000,1705446154.0,0.195
BRN,BRN.AX,Brainchip Holdings Ltd,Information Technology,331161000,1655805000.0,0.2
GDG,GDG.AX,Generation Development Group Limited,Financials,330709000,190610375.0,1.735
SRV,SRV.AX,Servcorp Limited,Real Estate,329708000,98420299.0,3.35
WCMQ,WCMQ.AX,WCM Quality Global Growth Fund (Quoted Managed Fund) ,Financials,327508000,43036531.0,7.61
INR,INR.AX,Ioneer Ltd,Materials,327269000,1983448485.0,0.165
AGX1,AGX1.AX,Antipodes Global Shares (Quoted Managed Fund) ,Financials,326383000,61465725.0,5.31
DUR,DUR.AX,Duratec Limited,Industrials,326067000,247959696.0,1.315
KSC,KSC.AX,K&S Corporation Limited,Industrials,325701000,136849160.0,2.38
MYS,MYS.AX,MyState Limited,Financials,325312000,110275254.0,2.95
VAE,VAE.AX,Vanguard FTSE Asia Ex Japan Shares Index ETF,Financials,323035000,4806353.0,67.21
LAU,LAU.AX,Lindsay Australia Limited,Industrials,322496000,311590338.0,1.035
KCN,KCN.AX,Kingsgate Consolidated Limited,Materials,322190000,257752000.0,1.25
MSB,MSB.AX,Mesoblast Limited,Health Care,321611000,835353247.0,0.385
BCI,BCI.AX,BCI Minerals Limited,Materials,321588000,1213539623.0,0.265
4DX,4DX.AX,4DMedical Limited,Health Care,320482000,346467027.0,0.925
SLC,SLC.AX,Superloop Limited,Communication Services,319263000,491173846.0,0.65
TECH,TECH.AX,Global X Morningstar Global Technology ETF ,Financials,318810000,3419607.0,93.23
A11,A11.AX,Atlantic Lithium Limited,Materials,318366000,612242308.0,0.52
VGL,VGL.AX,Vista Group International Limited,Information Technology,311841000,236243182.0,1.32
IGL,IGL.AX,IVE Group Limited,Communication Services,311041000,153980693.0,2.02
BCB,BCB.AX,Bowen Coking Coal Limited,Materials,310600000,2823636364.0,0.11
SMP,SMP.AX,Smartpay Holdings Limited,Financials,309770000,238284615.0,1.3
MHJ,MHJ.AX,Michael Hill International Limited,Consumer Discretionary,309622000,384623602.0,0.805
VBLD,VBLD.AX,Vanguard Global Infrastructure Index ETF ,Financials,309503000,5122526.0,60.42
PAI,PAI.AX,Platinum Asia Investments Limited,Financials,309057000,370128144.0,0.835
APZ,APZ.AX,Aspen Group,Real Estate,308071000,180158480.0,1.71
NXG,NXG.AX,NexGen Energy (Canada) Ltd,Energy,307852000,29070066.0,10.59
RARI,RARI.AX,Russell Investments Australian Responsible Investment ETF ,Financials,307425000,12772123.0,24.07
PIXX,PIXX.AX,Platinum International Fund (Quoted Managed Hedge Fund) ,Financials,307271000,65796788.0,4.67
CVN,CVN.AX,Carnarvon Energy Limited,Energy,305610000,1797705882.0,0.17
CDP,CDP.AX,Carindale Property Trust,Real Estate,305521000,77543401.0,3.94
AKP,AKP.AX,Audio Pixels Limited,Consumer Discretionary,305246000,29210144.0,10.45
FSF,FSF.AX,Fonterra Shareholders Fund,Consumer Staples,303973000,107410954.0,2.83
DLI,DLI.AX,Delta Lithium Limited,Materials,303012000,624767010.0,0.485
STK,STK.AX,Strickland Metals Limited,Materials,301319000,1628751351.0,0.185
ISEC,ISEC.AX,iShares Enhanced Cash ETF ,Financials,300871000,2987499.0,100.71
BHYB,BHYB.AX,BetaShares Australian Major Bank Hybrids Index ETF ,Financials,300073000,30650970.0,9.79
HNDQ,HNDQ.AX,BetaShares NASDAQ 100 ETF  Currency Hedged ,Financials,299777000,8956588.0,33.47
RHI,RHI.AX,Red Hill Minerals Limited,Materials,299707000,63903412.0,4.69
WMI,WMI.AX,WAM Microcap Limited,Financials,299148000,212161702.0,1.41
PYC,PYC.AX,PYC Therapeutics Limited,Health Care,298629000,3732862500.0,0.08
EHL,EHL.AX,Emeco Holdings Limited,Industrials,295831000,519001754.0,0.57
AMH,AMH.AX,AMCIL Limited,Financials,295515000,314377660.0,0.94
IHD,IHD.AX,iShares S&P/ASX Dividend Opportunities ETF,Financials,295506000,22403791.0,13.19
NGI,NGI.AX,Navigator Global Investments Limited,Financials,294867000,243691736.0,1.21
GDI,GDI.AX,GDI Property Group,Real Estate,292342000,531530909.0,0.55
DHHF,DHHF.AX,BetaShares Diversified All Growth ETF ,Financials,290108000,9800946.0,29.6
LPGD,LPGD.AX,Loftus Peak Global Disruption Fund (Managed Fund) ,Financials,289900000,80304709.0,3.61
IZZ,IZZ.AX,iShares China Large-Cap ETF,Financials,289297000,7236043.0,39.98
IPX,IPX.AX,IperionX Limited,Materials,288709000,218718939.0,1.32
GBND,GBND.AX,BetaShares Sustainability Leaders Diversified Bond ETF - Currency Hedged ,Financials,288517000,14332688.0,20.13
CAT,CAT.AX,Catapult Group International Limited,Information Technology,287844000,253607048.0,1.135
PLUS,PLUS.AX,VanEck Australian Corporate Bond Plus ETF ,Financials,287333000,17935893.0,16.02
3PL,3PL.AX,3P Learning Limited,Consumer Discretionary,285741000,274750962.0,1.04
A1N,A1N.AX,ARN Media Limited,Communication Services,276467000,305488398.0,0.905
COE,COE.AX,Cooper Energy Limited,Energy,276311000,2511918182.0,0.11
UOS,UOS.AX,United Overseas Australia Limited,Real Estate,275563000,529928846.0,0.52
PIA,PIA.AX,Pengana International Equities Limited,Financials,275115000,257116822.0,1.07
WVOL,WVOL.AX,iShares Edge MSCI World Minimum Volatility ETF ,Financials,274634000,7580293.0,36.23
UNI,UNI.AX,Universal Store Holdings Limited,Consumer Discretionary,273893000,76720728.0,3.57
IPD,IPD.AX,ImpediMed Limited,Health Care,273138000,2023244444.0,0.135
ACF,ACF.AX,Acrow Formwork and Construction Services Limited,Industrials,270790000,291172043.0,0.93
OZBD,OZBD.AX,BetaShares Australian Composite Bond ETF ,Financials,270300000,6333177.0,42.68
BDM,BDM.AX,Burgundy Diamond Mines Limited,Materials,270029000,1421205263.0,0.19
BCK,BCK.AX,Brockman Mining Ltd,Materials,269127000,9280241379.0,0.029
COG,COG.AX,Consolidated Financial Services Limited,Financials,268301000,192330466.0,1.395
OPT,OPT.AX,Opthea Limited,Health Care,265123000,662807500.0,0.4
CGS,CGS.AX,Cogstate Limited,Health Care,264447000,172841176.0,1.53
SM1,SM1.AX,Synlait Milk Limited,Consumer Staples,262298000,218581667.0,1.2
